Radial						Angular
// ------------------- Set No. 1 -------------------
6.804985785265978			-30.352944361883697		
3.389596010612268			-25.611459854524096
5.3814721107464445			-12.425227452676078
8.059540219420184			13.96138051872652
5.318229227868589			-4.9509328406707445
2.9850999356273773			-25.692274190905437
1.9665870023752283			12.46876416157031
6.769265408206589			-4.913764107032951
4.073401898721205			-10.967380287631935
6.50437182526841			30.814194054910676
7.556369818996649			2.4749594311442737
4.047456094066775			17.97554375239156
7.386662496070009			0.7711305933623585
5.413624736983931			6.137488485631386
7.470716531163242			-14.451963574013497
7.982110216939738			28.184534112915948
4.737814080093381			12.538680065954864
4.206453042929911			-8.983230337131154
5.478604804594065			5.231285164762417
4.824520280697772			-64.48900253584051
5.599600609899737			11.357486681772649
6.8667952170824735			3.4540747915125176
3.0856713662561464			13.924346613092862
7.771810943227382			-25.364002046782343
3.6877944350967193			-16.81800638602268
5.360356685192225			-10.260051030559755
5.140446739300986			-13.212134125591882
6.045445680928888			2.5793388653025744
6.833920940193708			8.717574965852519
3.6207694625408364			-10.675498719239487
3.9894305834039687			-2.926366012522306
5.3118244995018				25.195880754767717
4.608213480282062			40.59032932155964
6.640584716151912			-9.121433630189772
3.055188854482986			-24.297362381339184
7.492564163752965			-3.1769445056889345
5.4850781777896715			10.85049841917252
3.8977949966209358			-31.33205974736701
5.976245114026165			4.849567462214266
5.447061560910957			15.048276954124187
5.37703411681004			3.2951046992599635
4.690805787731301			-6.197091873129837
4.711640491184845			-8.77857413578066
3.629919329394875			29.549174119407287
5.957668076372498			-5.1374487928814645
5.357121284391151			23.02686048794348
3.849235282821748			-6.634816578371129
6.250507136319218			2.7550149918614695
7.122243357145468			21.733250113653973
3.399404233835391			-24.816994960101756
3.5105566722713313			-7.83054706253201
4.100997603660974			28.325796210205855
4.096382100199779			12.300977467795988
6.233583074805102			-21.563157240034112
3.939488526772935			-19.335516283813288
3.9254450773976983			26.146443170846787
6.118132501462698			-1.7060712026841085
3.9404503462852323			16.071723694996702
7.583015573261159			2.053266302846965
3.513202145338516			-5.097911612332572
rgb(27, 158, 119)

// ------------------- Set No. 2 -------------------
3.488043923008057			 14.80662578088746
2.9184785763552368			 79.00634037258273
4.201827359971069			 49.02206554130045
8.227324606851074			 49.69908313603149
4.776690427237194			 54.137491082859476
3.041912303114453			 86.41932102054662
4.789947719076336			 96.95239193571373
5.663880780360856			 41.463488263612184
3.858262393172743			 67.13769169339066
8.260212881141047			 68.06103943971128
6.868624486428106			 42.68193032273406
5.7401975996748895			 76.39865660811795
6.594979282458134			 42.19479347220856
5.692703778211614			 59.57788897461255
5.337916574462772			 27.510866799296068
9.283604185175781			 60.7534448322685
5.7645908931363365			 68.37083279914752
4.028864552051332			 65.74802814945305
5.662344748373121			 58.53300837209963
0.4228372311006145			 -176.7441064584909
6.201266463929336			 61.17401857996598
6.43926538131984			 47.4515085890397
5.096758513060891			 84.4266531857914
4.632081908733815			 12.479346550525074
3.4218461363102217			 72.48080276184626
4.369404703352921			 50.578831757750606
4.02833441941273			 51.560228240214684
5.80576719754376			 52.43785618126272
6.848189921425055			 51.586827992137934
3.8092955127795802			 73.87294477733714
4.385268183833586			 70.21705692787259
6.98332684554596			 70.71429915430754
7.396273186029126			 82.23439442637098
5.215125003141				 38.93539044700985
3.0861487792429205			 84.7093666701594
6.335394491488218			 38.16582843645038
6.0904147140584834			 61.70405365378903
2.4480560069033306			 70.19695629244305
5.942784020305152			 54.454292590141606
6.373129885590045			 64.33489496861428
5.454205341176391			 58.273893146586325
4.393337616563476			 60.49982239038519
4.2059446799773				 59.155232538950266
6.155542287959513			83.86561846759426	
5.119087171162872			47.87340989732011	
6.869860830828341			69.28260156593979	
4.104599860575049			71.1899104286971	
5.954348125582761			51.04839646304676	
8.092332877153778			59.427582415206295	
2.9617697054526295			 78.59873696166098
3.974012187582175			 75.75586451521559
6.373384128907529			 79.97048372322382
5.415409143179902			 73.89378024632016
3.876890919980343			 31.733411131690488
3.261446947424557			 68.08475117701943
6.145808529699159			 80.41107997857199
5.502451987192818			 48.92425070886502
5.571553295311899			 76.65025575535202
6.853049261089887			 42.18286436288056
4.140355074942654			 76.03333589453311 
rgb(217, 95, 2)

// ------------------- Set No. 3 -------------------
1.855870835032611			151.29425518111282
5.2869620620428215			147.1880250282001
3.886013391943573			125.2821571123002
6.282863313001057			87.0672979717481
4.4534148477405155			119.62789835678657
5.688008050761193			147.74082414730458
7.330864282608489			139.56459814488954
3.825660594787748			101.39149710201973
4.989604176963506			134.5601842795838
7.8974314697670955			104.02444470480259
4.6566931130229525			89.39314294483763
6.667153696311044			123.19403140008181
4.4310062871369515			91.47434051519816
5.346113253377259			113.33237361373538
2.4799456958789263			96.1499255673322
8.113477348526397			93.28073452263222
6.081311682312096			118.21556522583221
4.968216896207305			132.32293737819631
5.24445392063028			112.9411863909871
5.422207884171506			-179.74623313781393
5.792774616023354			110.3035135586484
4.787580592225452			97.7508361660772
6.784318637182092			131.60808925703367
1.10893690948093			115.49691923085226
5.138911105244				140.58118216037175
4.042929657287297			123.39666211932598	
4.022892029681135			128.34200904453573	
4.828428791305017			107.6088103983526	
5.417378374307972			97.90468978746796	
5.378635210668265			137.12844797536522	
5.421097175459842			130.43124491245027	
7.1205619788552434			112.2270844807976
8.349308539903586			118.63020224581525
3.4104855883231204			106.05822558950737
5.6283784708757345			146.90810970600344
3.9149369761396855			90.27734955816595
5.7639402623551526			111.50528236323856
4.764374106798512			151.0897425364386
5.076236267895072			107.7213941567982
6.165558183200791			111.30085499702685
5.105576516279834			114.68027793629503
4.761036376933375			126.56937949315531
4.5962495409437905			128.2189522328928
7.504188411346776			125.35485719537647
4.107031417919988			112.4180682532985
6.920422299379973			111.79735567917727
5.349128949563397			133.41805225814235
4.798065719385607			105.18411684151033
7.023251532304466			97.23103612064705
5.283680965457643			146.66803680360073
5.569071152430292			136.23931520140337
7.383794908447646			121.79184419346764
6.269233210443127			123.91132797113666
2.656529645009885			129.86224497019268
4.843984338804117			141.34395084996186
7.247992361555254			123.27096774880371
4.372959394411489			108.45882172345216
6.570981081360247			124.41237705630053
4.602479243892371			89.02711073868319
5.6700520508263965			134.8767011451154
rgb(117, 112, 179)

// ------------------- Set No. 4 -------------------
5.3724709243191295			-140.20332764140605
7.096355572040467			-168.084245433406
4.883823903200083			-166.2851413292181
2.9201354412366496			138.24886675310003
4.723963045684014			-174.4243864364084
7.423693950928521			-169.96048275947723
8.090946075397593			176.9918226866201
3.3068445913715996			-169.90141624864253
6.050828482522597			-172.64158159443713
5.530232074438094			142.9516688139347
2.47230695264053			172.4157463673128
6.275670536862141			168.5193591959272
2.6158961737877817			177.82205369393654
4.653539944582694			172.85519034865231
3.3354400138758				-146.01452170111628
4.795883604868761			128.1772930242011
5.472711346482787			169.16707278067625
5.881930490947868			-173.58857378893256
4.5715870720453795			173.72699270456877
9.039861169796675			-151.20610477226074
4.6429075998956915			166.26047716274937
3.1727677357988284			172.50756608236046
7.044248138818528			173.9491839042747
4.466336514107385			-131.80684093766672
6.557330289803022			-170.63527383147678
4.8208494372533615			-168.57708548315375
5.131915515212963			-166.76550342128579
3.9700122370488873			176.07048734819648
3.4063238128284303			162.29750149829133
6.476722963998372			-174.05574631254976
6.019218509330762			-178.06092985664986
5.664501534954291			156.47126885027095
7.1587585225456705			155.23914214477145
3.6007126616736462			-163.00052639405448
7.324127168758531			-170.116713265192
2.552946156245396			-170.63927248749107
4.727133860387479			167.38314369359566
6.971755207182515			-163.0988170562564
4.076578361066991			172.8807370063752
4.946223407006624			163.38600768186703
4.642155449043171			176.1825419773446
5.3605748644110855			-174.579680173718
5.391719067363011			-172.33584488196067
7.072524305096543			165.33802569398378
4.101111570277392			-172.52566426066147
5.485732621016895			157.54287773943665
6.192535286114146			-175.88151109326037
3.7687113918423396			175.42764399370765
4.290311389760529			142.06967472256432
7.060195369692179			-168.3407340189972
6.539691844176445			-175.8058311226083
6.679744406490943			163.06374541935153
6.060825358695814			171.72097499708474
4.786574040927106			-151.40390456860604
6.416686529666599			-168.2713690903466
6.70328133338789			165.04532787828478
3.8888478104797555			-177.3153366647533
6.308591081194454			170.04241289697416
2.4370447709043273			173.59919660957283
6.508186347897975			-177.25065674571294
rgb(231, 41, 138)

// ------------------- Set No. 5 -------------------
7.937557871379145			-101.83378577584543
7.302746491515634			-127.47839157875458
5.929302221442996			-112.2442849973417
2.407178713166243			-82.32591087119675
5.27092188705965			-114.6888556206928
7.400596127535688			-130.53786336160334
6.810820338360006			-145.0102649759552
4.967759034422344			-98.7488450072409
6.190229370454795			-124.44174882126121
2.158518657950606			-152.45411926998403
4.00412589386977			-89.29423655225057
4.776617321633007			-139.83245171792495
4.232250451808441			-91.54359518437012
4.30765487269422			-119.44216300369413
6.200275172864116			-92.45583852737828
0.7275138485344722			-129.6599243163198
4.378006803811767			-131.0512350992248
6.004964939443091			-123.85291745359059
4.341931702915758			-118.08673900439605
10.237982935327496			-121.97921713765797
3.8021588886978415			-121.91502996793754
3.96928117013756			-99.36184757774758
5.7589801424664335			-141.46770199726927
7.674179069144705			-93.5662631891479
6.699953533011802			-126.33690140499776
5.7343103881346				-112.8349441777883
6.044275915297742			-114.38647992914663
4.3129430660866035			-109.79607232724634
3.3775452824133043			-102.74326471243563
6.367666727269062			-128.2467289067651
5.737244181549697			-127.79209264323043
3.3963514719893415			-142.47362974536523
4.216467481387725			-161.58729418706835
5.464885016717265			-99.94061077957295
7.311135577533859			-130.16311732570668
4.745400769362272			-90.22881200957039
3.9164685318876504			-122.65049121443685
7.6029729903258385			-123.26775057177692
4.125204829441439			-111.99730880084306
3.6767949496501635			-127.52831680551732
4.551235788519779			-117.93129533779559
5.606960531523096			-120.39163424547179
5.794844257485189			-119.38687147866949
5.030528155694793			-149.6746954924951
5.109586240991219			-107.85051750555007
3.4054402079637396			-138.98993134073962
6.02630612538526			-127.5954702142739
4.2211092636354195			-107.32083544041386
1.9097829365788486			-117.5738074233824
7.254669393921678			-127.48166096847307
6.268875872033599			-129.91203316621693
4.56258056659493			-148.49521167061027
4.9180579654382806			-135.33164137019145
6.83656096252698			-104.42165927641673
6.78648654914422			-123.87544021115426
4.751014334485786			-146.81682661802307
4.719926347642004			-107.0584854241401
4.9278052151809675			-138.9025648732907
4.059190587394083			-88.89688251951031
6.128338984290388			-130.75446735589105 
rgb(102, 166, 30)

// ------------------- Set No. 6 -------------------
8.46918052789063			-66.53583632728323
5.821997567373959			-84.514422676922
6.1409183282181425			-63.339741699567846
5.831724284786043			-24.146812744223833
5.546754471857236			-59.70124532256676
5.62748770920125			-88.06537267996578
3.94832897601986			-98.44420453532204
6.490184614609525			-49.15839681719936
5.320618245151644			-73.63622331202959
3.2435930414929843			-17.923874678608904
6.444085331576761			-38.41239945460549
3.363778100648707			-66.34036237792131
6.463116810505407			-40.88883873919996
4.730944925781221			-52.46063321002169
7.796578411114142			-52.61046255912479
4.570127829915901			-7.039351050913894
3.926206816002813			-57.23545869215697
5.254348139870139			-71.64220350197985
4.8384111066133375			-52.345396169095466
8.694523998982934			-92.78303867354904
4.39953181821818			-47.18716305503351
5.8564839051788535			-41.969208462875166
3.62157703921442			-82.14422824993427
8.894912373110186			-59.43916560317718
5.494542836078211			-79.19482259319774
5.968980890853802			-62.29990853531319
6.047899573604184			-65.53790403937941
5.384671396722035			-48.9060554475786
5.381220018196653			-37.74831103800929
5.11157462273727			-78.05333345828834
4.7705611050578				-71.87311766307504
3.0983308826347407			-41.891092825900685
1.665083171936659			-53.11545548549721
6.740258533332946			-52.997628097314845
5.5944949288820025			-87.0843610179252
6.879630825669177			-43.61190483837573
4.382792466280775			-48.79799840560851
6.410843616485085			-82.56680315713163
5.154204317772818			-47.90996299570176
4.01515851865648			-46.57048558531105
4.9391488682598155			-54.5004832176089
5.298297314485713			-65.90072712679752
5.490417176946796			-66.87331746360131
2.6237512593812404			-75.48080725209734
5.9535886616652665			-54.777693866880114
3.3014793719195046			-42.5983345913628
4.954889001100974			-74.50816626907293
5.500053669614178			-47.11021844342552
4.4505123495497285			-22.356873183328428
